codigo_montante_newave;nome_montante_newave;id_montante_cobre;nome_montante_cobre;codigo_jusante_newave;nome_jusante_newave;id_jusante_cobre_esperado;id_jusante_cobre_encontrado;nome_jusante_cobre_encontrado;codigo_canal_desvio_newave;nome_canal_desvio_newave;id_canal_desvio_cobre_esperado;id_canal_desvio_cobre_encontrado;nome_canal_desvio_cobre_encontrado;resultado_cascata;resultado_canal_desvio;resultado;detalhe
12;P. COLOMBIA;8;P. COLOMBIA;17;MARIMBONDO;12;12;MARIMBONDO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação P. COLOMBIA → MARIMBONDO coincide nos dois modelos.
14;CACONDE;9;CACONDE;15;E. DA CUNHA;10;10;E. DA CUNHA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CACONDE → E. DA CUNHA coincide nos dois modelos.
15;E. DA CUNHA;10;E. DA CUNHA;16;A.S.OLIVEIRA;11;11;A.S.OLIVEIRA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação E. DA CUNHA → A.S.OLIVEIRA coincide nos dois modelos.
16;A.S.OLIVEIRA;11;A.S.OLIVEIRA;17;MARIMBONDO;12;12;MARIMBONDO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A.S.OLIVEIRA → MARIMBONDO coincide nos dois modelos.
17;MARIMBONDO;12;MARIMBONDO;18;A. VERMELHA;13;13;A. VERMELHA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MARIMBONDO → A. VERMELHA coincide nos dois modelos.
18;A. VERMELHA;13;A. VERMELHA;34;I. SOLTEIRA;25;25;I. SOLTEIRA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A. VERMELHA → I. SOLTEIRA coincide nos dois modelos.
34;I. SOLTEIRA;25;I. SOLTEIRA;45;JUPIA;32;32;JUPIA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação I. SOLTEIRA → JUPIA coincide nos dois modelos.
24;EMBORCACAO;16;EMBORCACAO;31;ITUMBIARA;23;23;ITUMBIARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação EMBORCACAO → ITUMBIARA coincide nos dois modelos.
25;NOVA PONTE;17;NOVA PONTE;26;MIRANDA;18;18;MIRANDA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação NOVA PONTE → MIRANDA coincide nos dois modelos.
26;MIRANDA;18;MIRANDA;27;CAPIM BRANC1;19;19;CAPIM BRANC1;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MIRANDA → CAPIM BRANC1 coincide nos dois modelos.
30;CORUMBA I;22;CORUMBA I;31;ITUMBIARA;23;23;ITUMBIARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CORUMBA I → ITUMBIARA coincide nos dois modelos.
31;ITUMBIARA;23;ITUMBIARA;32;CACH.DOURADA;24;24;CACH.DOURADA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação ITUMBIARA → CACH.DOURADA coincide nos dois modelos.
32;CACH.DOURADA;24;CACH.DOURADA;33;SAO SIMAO;;25;I. SOLTEIRA;0;-;;;-;Ligação desviada em razão de usina intermediária não representada;Sem canal de desvio nos dois modelos;Ligação desviada em razão de usina intermediária não representada;A usina jusante esperada, SAO SIMAO, não foi representada no COBRE. A ligação foi direcionada para I. SOLTEIRA, próxima referência representada na cascata.
33;SAO SIMAO;;;34;I. SOLTEIRA;25;;-;0;-;;;-;Usina montante do NEWAVE não representada no COBRE;Não comparado: usina montante não representada;Usina montante do NEWAVE não representada no COBRE;A usina SAO SIMAO existe na cascata do PMO, mas não foi representada no deck COBRE.
37;BARRA BONITA;26;BARRA BONITA;38;A.S. LIMA;27;27;A.S. LIMA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação BARRA BONITA → A.S. LIMA coincide nos dois modelos.
38;A.S. LIMA;27;A.S. LIMA;39;IBITINGA;28;28;IBITINGA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A.S. LIMA → IBITINGA coincide nos dois modelos.
39;IBITINGA;28;IBITINGA;40;PROMISSAO;29;29;PROMISSAO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação IBITINGA → PROMISSAO coincide nos dois modelos.
40;PROMISSAO;29;PROMISSAO;42;NAVANHANDAVA;30;30;NAVANHANDAVA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação PROMISSAO → NAVANHANDAVA coincide nos dois modelos.
42;NAVANHANDAVA;30;NAVANHANDAVA;43;TRES IRMAOS;31;31;TRES IRMAOS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação NAVANHANDAVA → TRES IRMAOS coincide nos dois modelos.
43;TRES IRMAOS;31;TRES IRMAOS;45;JUPIA;32;32;JUPIA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação TRES IRMAOS → JUPIA coincide nos dois modelos.
45;JUPIA;32;JUPIA;46;P. PRIMAVERA;33;33;P. PRIMAVERA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação JUPIA → P. PRIMAVERA coincide nos dois modelos.
46;P. PRIMAVERA;33;P. PRIMAVERA;66;ITAIPU;45;45;ITAIPU;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação P. PRIMAVERA → ITAIPU coincide nos dois modelos.
278;MANSO;138;MANSO;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
47;A.A. LAYDNER;34;A.A. LAYDNER;48;PIRAJU;35;35;PIRAJU;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A.A. LAYDNER → PIRAJU coincide nos dois modelos.
48;PIRAJU;35;PIRAJU;53;PARANAPANEMA;40;40;PARANAPANEMA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação PIRAJU → PARANAPANEMA coincide nos dois modelos.
53;PARANAPANEMA;40;PARANAPANEMA;49;CHAVANTES;36;36;CHAVANTES;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação PARANAPANEMA → CHAVANTES coincide nos dois modelos.
49;CHAVANTES;36;CHAVANTES;249;OURINHOS;125;125;OURINHOS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CHAVANTES → OURINHOS coincide nos dois modelos.
50;L.N. GARCEZ;37;L.N. GARCEZ;51;CANOAS II;38;38;CANOAS II;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação L.N. GARCEZ → CANOAS II coincide nos dois modelos.
51;CANOAS II;38;CANOAS II;52;CANOAS I;39;39;CANOAS I;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CANOAS II → CANOAS I coincide nos dois modelos.
52;CANOAS I;39;CANOAS I;61;CAPIVARA;42;42;CAPIVARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CANOAS I → CAPIVARA coincide nos dois modelos.
61;CAPIVARA;42;CAPIVARA;62;TAQUARUCU;43;43;TAQUARUCU;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CAPIVARA → TAQUARUCU coincide nos dois modelos.
62;TAQUARUCU;43;TAQUARUCU;63;ROSANA;44;44;ROSANA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação TAQUARUCU → ROSANA coincide nos dois modelos.
63;ROSANA;44;ROSANA;66;ITAIPU;45;45;ITAIPU;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação ROSANA → ITAIPU coincide nos dois modelos.
57;MAUA;41;MAUA;61;CAPIVARA;42;42;CAPIVARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MAUA → CAPIVARA coincide nos dois modelos.
71;STA CLARA PR;46;STA CLARA PR;72;FUNDAO;47;47;FUNDAO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação STA CLARA PR → FUNDAO coincide nos dois modelos.
72;FUNDAO;47;FUNDAO;73;JORDAO;48;48;JORDAO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação FUNDAO → JORDAO coincide nos dois modelos.
74;G.B. MUNHOZ;;;76;SEGREDO;;;-;0;-;;;-;Usina montante do NEWAVE não representada no COBRE;Não comparado: usina montante não representada;Usina montante do NEWAVE não representada no COBRE;A usina G.B. MUNHOZ existe na cascata do PMO, mas não foi representada no deck COBRE.
83;BAIXO IGUACU;52;BAIXO IGUACU;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
86;BARRA GRANDE;53;BARRA GRANDE;91;MACHADINHO;58;58;MACHADINHO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação BARRA GRANDE → MACHADINHO coincide nos dois modelos.
88;SAO ROQUE;55;SAO ROQUE;89;GARIBALDI;56;56;GARIBALDI;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SAO ROQUE → GARIBALDI coincide nos dois modelos.
89;GARIBALDI;56;GARIBALDI;90;CAMPOS NOVOS;57;57;CAMPOS NOVOS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação GARIBALDI → CAMPOS NOVOS coincide nos dois modelos.
90;CAMPOS NOVOS;57;CAMPOS NOVOS;91;MACHADINHO;58;58;MACHADINHO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CAMPOS NOVOS → MACHADINHO coincide nos dois modelos.
91;MACHADINHO;58;MACHADINHO;92;ITA;59;59;ITA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MACHADINHO → ITA coincide nos dois modelos.
92;ITA;59;ITA;103;FOZ CHAPECO;69;69;FOZ CHAPECO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação ITA → FOZ CHAPECO coincide nos dois modelos.
93;PASSO FUNDO;60;PASSO FUNDO;94;MONJOLINHO;61;61;MONJOLINHO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação PASSO FUNDO → MONJOLINHO coincide nos dois modelos.
94;MONJOLINHO;61;MONJOLINHO;103;FOZ CHAPECO;69;69;FOZ CHAPECO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MONJOLINHO → FOZ CHAPECO coincide nos dois modelos.
95;QUEBRA QUEIX;62;QUEBRA QUEIX;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
101;SAO JOSE;67;SAO JOSE;102;PASSO S JOAO;68;68;PASSO S JOAO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SAO JOSE → PASSO S JOAO coincide nos dois modelos.
102;PASSO S JOAO;68;PASSO S JOAO;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
103;FOZ CHAPECO;69;FOZ CHAPECO;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
97;CASTRO ALVES;64;CASTRO ALVES;98;MONTE CLARO;65;65;MONTE CLARO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CASTRO ALVES → MONTE CLARO coincide nos dois modelos.
