codigo_montante_newave;nome_montante_newave;id_montante_cobre;nome_montante_cobre;codigo_jusante_newave;nome_jusante_newave;id_jusante_cobre_esperado;id_jusante_cobre_encontrado;nome_jusante_cobre_encontrado;codigo_canal_desvio_newave;nome_canal_desvio_newave;id_canal_desvio_cobre_esperado;id_canal_desvio_cobre_encontrado;nome_canal_desvio_cobre_encontrado;resultado_cascata;resultado_canal_desvio;resultado;detalhe
310;DARDANELOS;156;DARDANELOS;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
311;CACU;157;CACU;312;B. COQUEIROS;158;158;B. COQUEIROS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CACU → B. COQUEIROS coincide nos dois modelos.
312;B. COQUEIROS;158;B. COQUEIROS;315;FOZ R. CLARO;160;160;FOZ R. CLARO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação B. COQUEIROS → FOZ R. CLARO coincide nos dois modelos.
315;FOZ R. CLARO;160;FOZ R. CLARO;34;I. SOLTEIRA;27;27;I. SOLTEIRA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação FOZ R. CLARO → I. SOLTEIRA coincide nos dois modelos.
117;GUARAPIRANGA;80;GUARAPIRANGA;118;BILLINGS;81;81;BILLINGS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação GUARAPIRANGA → BILLINGS coincide nos dois modelos.
118;BILLINGS;81;BILLINGS;119;HENRY BORDEN;82;82;HENRY BORDEN;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação BILLINGS → HENRY BORDEN coincide nos dois modelos.
119;HENRY BORDEN;82;HENRY BORDEN;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
120;JAGUARI;83;JAGUARI;123;FUNIL;86;86;FUNIL;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação JAGUARI → FUNIL coincide nos dois modelos.
121;PARAIBUNA;84;PARAIBUNA;122;SANTA BRANCA;85;85;SANTA BRANCA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação PARAIBUNA → SANTA BRANCA coincide nos dois modelos.
122;SANTA BRANCA;85;SANTA BRANCA;123;FUNIL;86;86;FUNIL;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SANTA BRANCA → FUNIL coincide nos dois modelos.
123;FUNIL;86;FUNIL;131;NILO PECANHA;92;92;NILO PECANHA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação FUNIL → NILO PECANHA coincide nos dois modelos.
124;LAJES;87;LAJES;132;FONTES;93;93;FONTES;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação LAJES → FONTES coincide nos dois modelos.
126;PICADA;88;PICADA;127;SOBRAGI;89;89;SOBRAGI;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação PICADA → SOBRAGI coincide nos dois modelos.
127;SOBRAGI;89;SOBRAGI;129;SIMPLICIO;90;90;SIMPLICIO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SOBRAGI → SIMPLICIO coincide nos dois modelos.
129;SIMPLICIO;90;SIMPLICIO;130;ILHA POMBOS;91;91;ILHA POMBOS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SIMPLICIO → ILHA POMBOS coincide nos dois modelos.
130;ILHA POMBOS;91;ILHA POMBOS;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
133;P. PASSOS;94;P. PASSOS;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
185;BARRA BRAUNA;112;BARRA BRAUNA;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
134;SALTO GRANDE;95;SALTO GRANDE;135;P. ESTRELA;96;96;P. ESTRELA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SALTO GRANDE → P. ESTRELA coincide nos dois modelos.
135;P. ESTRELA;96;P. ESTRELA;141;BAGUARI;98;98;BAGUARI;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação P. ESTRELA → BAGUARI coincide nos dois modelos.
139;CANDONGA;97;CANDONGA;141;BAGUARI;98;98;BAGUARI;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CANDONGA → BAGUARI coincide nos dois modelos.
143;AIMORES;99;AIMORES;144;MASCARENHAS;100;100;MASCARENHAS;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação AIMORES → MASCARENHAS coincide nos dois modelos.
144;MASCARENHAS;100;MASCARENHAS;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
145;SUICA;101;SUICA;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
192;GUILMAN-AMOR;115;GUILMAN-AMOR;193;SA CARVALHO;116;116;SA CARVALHO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação GUILMAN-AMOR → SA CARVALHO coincide nos dois modelos.
193;SA CARVALHO;116;SA CARVALHO;141;BAGUARI;98;98;BAGUARI;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SA CARVALHO → BAGUARI coincide nos dois modelos.
217;ROSAL;122;ROSAL;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
225;SLT APIACAS;123;SLT APIACAS;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
279;SAMUEL;143;SAMUEL;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
148;IRAPE;102;IRAPE;154;ITAPEBI;104;104;ITAPEBI;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação IRAPE → ITAPEBI coincide nos dois modelos.
283;STA CLARA MG;146;STA CLARA MG;0;-;;;-;0;-;;;-;Saída da cascata representada corretamente;Sem canal de desvio nos dois modelos;Saída da cascata representada corretamente;A saída da cascata foi representada corretamente nos dois modelos.
1;CAMARGOS;0;CAMARGOS;2;ITUTINGA;1;1;ITUTINGA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CAMARGOS → ITUTINGA coincide nos dois modelos.
2;ITUTINGA;1;ITUTINGA;4;FUNIL-GRANDE;2;2;FUNIL-GRANDE;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação ITUTINGA → FUNIL-GRANDE coincide nos dois modelos.
6;FURNAS;3;FURNAS;7;M. DE MORAES;4;4;M. DE MORAES;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação FURNAS → M. DE MORAES coincide nos dois modelos.
7;M. DE MORAES;4;M. DE MORAES;8;ESTREITO;5;5;ESTREITO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação M. DE MORAES → ESTREITO coincide nos dois modelos.
8;ESTREITO;5;ESTREITO;9;JAGUARA;6;6;JAGUARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação ESTREITO → JAGUARA coincide nos dois modelos.
9;JAGUARA;6;JAGUARA;10;IGARAPAVA;7;7;IGARAPAVA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação JAGUARA → IGARAPAVA coincide nos dois modelos.
10;IGARAPAVA;7;IGARAPAVA;11;VOLTA GRANDE;8;8;VOLTA GRANDE;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação IGARAPAVA → VOLTA GRANDE coincide nos dois modelos.
11;VOLTA GRANDE;8;VOLTA GRANDE;12;P. COLOMBIA;9;9;P. COLOMBIA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação VOLTA GRANDE → P. COLOMBIA coincide nos dois modelos.
12;P. COLOMBIA;9;P. COLOMBIA;17;MARIMBONDO;13;13;MARIMBONDO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação P. COLOMBIA → MARIMBONDO coincide nos dois modelos.
14;CACONDE;10;CACONDE;15;E. DA CUNHA;11;11;E. DA CUNHA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CACONDE → E. DA CUNHA coincide nos dois modelos.
15;E. DA CUNHA;11;E. DA CUNHA;16;A.S.OLIVEIRA;12;12;A.S.OLIVEIRA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação E. DA CUNHA → A.S.OLIVEIRA coincide nos dois modelos.
16;A.S.OLIVEIRA;12;A.S.OLIVEIRA;17;MARIMBONDO;13;13;MARIMBONDO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A.S.OLIVEIRA → MARIMBONDO coincide nos dois modelos.
17;MARIMBONDO;13;MARIMBONDO;18;A. VERMELHA;14;14;A. VERMELHA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MARIMBONDO → A. VERMELHA coincide nos dois modelos.
18;A. VERMELHA;14;A. VERMELHA;34;I. SOLTEIRA;27;27;I. SOLTEIRA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A. VERMELHA → I. SOLTEIRA coincide nos dois modelos.
34;I. SOLTEIRA;27;I. SOLTEIRA;45;JUPIA;34;34;JUPIA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação I. SOLTEIRA → JUPIA coincide nos dois modelos.
24;EMBORCACAO;17;EMBORCACAO;31;ITUMBIARA;24;24;ITUMBIARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação EMBORCACAO → ITUMBIARA coincide nos dois modelos.
25;NOVA PONTE;18;NOVA PONTE;26;MIRANDA;19;19;MIRANDA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação NOVA PONTE → MIRANDA coincide nos dois modelos.
26;MIRANDA;19;MIRANDA;27;CAPIM BRANC1;20;20;CAPIM BRANC1;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação MIRANDA → CAPIM BRANC1 coincide nos dois modelos.
30;CORUMBA I;23;CORUMBA I;31;ITUMBIARA;24;24;ITUMBIARA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CORUMBA I → ITUMBIARA coincide nos dois modelos.
31;ITUMBIARA;24;ITUMBIARA;32;CACH.DOURADA;25;25;CACH.DOURADA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação ITUMBIARA → CACH.DOURADA coincide nos dois modelos.
32;CACH.DOURADA;25;CACH.DOURADA;33;SAO SIMAO;26;26;SAO SIMAO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação CACH.DOURADA → SAO SIMAO coincide nos dois modelos.
33;SAO SIMAO;26;SAO SIMAO;34;I. SOLTEIRA;27;27;I. SOLTEIRA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação SAO SIMAO → I. SOLTEIRA coincide nos dois modelos.
37;BARRA BONITA;28;BARRA BONITA;38;A.S. LIMA;29;29;A.S. LIMA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação BARRA BONITA → A.S. LIMA coincide nos dois modelos.
38;A.S. LIMA;29;A.S. LIMA;39;IBITINGA;30;30;IBITINGA;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação A.S. LIMA → IBITINGA coincide nos dois modelos.
39;IBITINGA;30;IBITINGA;40;PROMISSAO;31;31;PROMISSAO;0;-;;;-;Ligação de cascata correta;Sem canal de desvio nos dois modelos;Ligação de cascata correta;A ligação IBITINGA → PROMISSAO coincide nos dois modelos.
